label,message
ham,"Hi there, Hope you are having a good week. Can we push the coffee chat to 2 PM instead? Thanks,"
ham,"Just checking in regarding our last conversation. Please find your receipt for the conference ticket attached. Best,"
ham,"Hey! Following up on the previous thread. Could you send me the link to the marketing campaign repository? Thanks,"
ham,"Thanks for reaching out! I'll be out of office until 2 PM. Sincerely,"
spam,"Dear Customer, Your package could not be delivered. Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hi everyone, Hope you are having a good week. Do you have a few minutes to chat at 10 AM? Thanks,"
spam,"Dear Customer, Invest in the new crypto coin and turn $100 into $500 a day. Download the secure attachment to view your invoice. Act now!"
spam,"Dear Customer, Clearance sale! Massive discounts on designer handbags. Download the secure attachment to view your invoice. Act now!"
ham,"Hi everyone, Just checking in regarding our last conversation. I'll be out of office until noon. Regards,"
ham,"Hi everyone, I hope this email finds you well. Thanks for the update on the Apollo migration. Looks good. Thanks,"
ham,"Hi there, Following up on the previous thread. I have updated the budget spreadsheet with the latest figures. Regards,"
ham,"Thanks for reaching out! Do you have a few minutes to chat at EOD? Cheers,"
spam,"You are the lucky winner of our daily giveaway! Download the secure attachment to view your invoice. Hurry, offer ends {time}!"
ham,"Hi everyone, Following up on the previous thread. Could you send me the link to the Apollo migration repository? Regards,"
ham,"Hi everyone, Hope you are having a good week. The website redesign is progressing well. We hit the milestone. Regards,"
ham,"Good morning, Can you review the attached design mockup by 10 AM? Talk soon,"
ham,"Good morning, Following up on the previous thread. Could you clarify your notes on the invoice? Best,"
spam,Congratulations! We noticed a login attempt on your Crypto wallet. Verify your identity immediately at http://secure-login-verify.com to restore access. Do this immediately.
spam,You are the lucky winner of our daily giveaway! Download the secure attachment to view your invoice. Do this immediately.
ham,"Dear Team, Following up on the previous thread. The Apollo migration is progressing well. We hit the milestone. Cheers,"
spam,You have been selected to receive a free iPad Pro. Unsubscribe by clicking www.free-prize.info Limited time only.
ham,"Hello, Just checking in regarding our last conversation. Let's schedule a meeting for Monday morning to discuss the Q4 planning. Thanks,"
spam,"ATTENTION: Invest in the new crypto coin and turn $100 into $5,000. Reply to this email to find out how. Act now!"
spam,"Dear Customer, Clearance sale! Massive discounts on designer handbags. Click here to claim your reward: http://claim-now.net Within 24 hours or your account is deleted."
spam,URGENT: You have been selected to receive a Tesla Model S. Click here to claim your reward: www.free-prize.info Act now!
ham,"Following up on the previous thread. Can you review the attached design mockup by Monday morning? Sincerely,"
ham,"Hi everyone, Hope you are having a good week. Can we push the coffee chat to EOD instead? Thanks,"
spam,WARNING: Get up to 90% off on all electronics! Verify your identity immediately at http://update-your-billing.net to restore access. Limited time only.
spam,URGENT: Your Amazon account has been suspended due to suspicious activity. Log in at www.free-prize.info to secure your account. Within 24 hours or your account is deleted.
ham,"Hello, Thanks for reaching out! Please find your receipt for the hotel reservation attached. Sincerely,"
ham,"Hello, Following up on the previous thread. I'm reviewing the presentation now and will send feedback soon. Best,"
ham,"Hi there, Following up on the previous thread. Could you clarify your notes on the Q3 report? Cheers,"
ham,"Hello, Could you clarify your notes on the draft contract? Cheers,"
ham,"Hey! Hope you are having a good week. Just a reminder that the coffee chat is happening at next week. Best,"
spam,ATTENTION: You have been selected to receive a brand new iPhone 15. Verify your identity immediately at http://update-your-billing.net to restore access. Act now!
ham,"Hi everyone, I hope this email finds you well. Can you review the attached presentation by noon? Thanks,"
spam,"Hey friend, Make $10,000/week working from home starting today! Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Do this immediately."
spam,Get up to 70% off on all enhancement pills! Click here to claim your reward: www.free-prize.info Act now!
ham,"Hey! Following up on the previous thread. Please find your receipt for your flight booking attached. Cheers,"
ham,"I hope this email finds you well. Can you review the attached Q3 report by EOD? Cheers,"
ham,"Hello, I hope this email finds you well. Can you review the attached draft contract by EOD? Regards,"
spam,URGENT: You have been selected to receive a luxury vacation to Hawaii. Shop now while stocks last! Visit http://bit.ly/scam123 Within 24 hours or your account is deleted.
spam,ATTENTION: Your package could not be delivered. Shop now while stocks last! Visit http://bit.ly/scam123 Do this immediately.
ham,"Hi everyone, I have updated the invoice with the latest figures. Sincerely,"
ham,"Hi everyone, I hope this email finds you well. Just a reminder that the client call is happening at noon. Sincerely,"
spam,"Dear Customer, Your PayPal account has been suspended due to suspicious activity. Reply to this email to find out how. Do this immediately."
ham,"Hey! Are we still on for lunch at noon? Sincerely,"
ham,"Good morning, Hope you are having a good week. Let's schedule a meeting for 2 PM to discuss the website redesign. Cheers,"
spam,"Hey friend, Invest in the new crypto coin and turn $100 into thousands of dollars. Verify your identity immediately at www.free-prize.info to restore access. Do this immediately."
ham,"Good morning, Just checking in regarding our last conversation. I'll be out of office until noon. Cheers,"
spam,"Hey friend, Get up to 99% off on all software licenses! Download the secure attachment to view your invoice. Do this immediately."
ham,"Good morning, Let's schedule a meeting for next week to discuss the Q4 planning. Best,"
spam,"Make $10,000/week working from home starting in 24 hours! Log in at http://claim-now.net to secure your account. Hurry, offer ends {time}!"
spam,URGENT: You are the lucky winner of our daily giveaway! Log in at http://bit.ly/scam123 to secure your account. Limited time only.
ham,"Hey! Thanks for reaching out! Can we push the design sprint to tomorrow instead? Best,"
spam,Clearance sale! Massive discounts on designer handbags. Unsubscribe by clicking http://claim-now.net Within 24 hours or your account is deleted.
ham,"Hi everyone, Hope you are having a good week. Do you have a few minutes to chat at next week? Talk soon,"
ham,"Hi everyone, Following up on the previous thread. I'll be out of office until tomorrow. Thanks,"
spam,"Dear Customer, Get up to 70% off on all enhancement pills! Unsubscribe by clicking http://update-your-billing.net Within 24 hours or your account is deleted."
ham,"Hello, Just checking in regarding our last conversation. Can we push the client call to Friday instead? Sincerely,"
ham,"Good morning, Can you review the attached Q3 report by tomorrow? Sincerely,"
ham,"Good morning, Thanks for the update on the server upgrade. Looks good. Talk soon,"
ham,"Hey! Thanks for reaching out! I'll be out of office until tomorrow. Talk soon,"
spam,Congratulations! We noticed a login attempt on your Apple ID. Unsubscribe by clicking www.free-prize.info Act now!
spam,WARNING: You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at http://update-your-billing.net to get your package. Act now!
spam,URGENT: Invest in the new crypto coin and turn $100 into $500 a day. Unsubscribe by clicking http://secure-login-verify.com Limited time only.
spam,"Hey friend, Invest in the new crypto coin and turn $100 into thousands of dollars. Click here to claim your reward: http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Hi there, Following up on the previous thread. Let's schedule a meeting for Monday morning to discuss the Q4 planning. Sincerely,"
ham,"Good morning, Just checking in regarding our last conversation. Here are the meeting minutes from our sync on marketing campaign. Best,"
